time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
08:28.4,5.0254,0.0132,0.0665,3.035,0.028,,,5.0254,0.0132,0.0665,3.052,0.012,,
08:28.5,5.0254,0.0132,0.0665,3.051,0.004,,,5.0254,0.0132,0.0665,3.05,0.659,,
08:28.6,5.0254,0.0132,0.0664,3.046,0.026,,,5.0254,0.0133,0.0667,3.027,0.019,,
08:28.7,5.0254,0.0132,0.0665,0.678,0.005,,,5.0254,0.0133,0.0666,3.027,0.011,,
08:28.8,5.0254,0.0132,0.0665,1.514,0.005,,,5.0253,0.0132,0.0664,3.043,0.005,,
08:28.9,5.0254,0.0132,0.0664,2.476,0.012,,,5.0254,0.0132,0.0665,3.022,2.658,,
08:29.0,5.0254,0.0132,0.0664,3.036,0.173,0.0168,27.4,5.0254,0.0132,0.0664,3.043,0.021,,
08:29.1,5.0254,0.0132,0.0664,3.057,0.898,,,5.0254,0.0132,0.0664,2.452,0.004,0.0181,27.3
08:29.2,5.0254,0.0132,0.0664,3.04,0.009,,,5.0253,0.0132,0.0665,3.039,0.009,,
08:29.3,5.0254,0.0132,0.0666,3.058,0.005,,,5.0254,0.0132,0.0666,3.051,0.14,,
08:29.4,5.0254,0.0133,0.0666,3.05,0.128,,,5.0254,0.0132,0.0664,0.615,1.057,,
08:29.5,5.0254,0.0132,0.0665,0.681,0.005,,,5.0254,0.0132,0.0664,3.034,0.011,,
08:29.6,5.0254,0.0132,0.0665,1.617,0.005,,,5.0254,0.0132,0.0664,2.992,0.008,,
08:29.7,5.0254,0.0132,0.0665,2.476,0.025,,,5.0254,0.0132,0.0665,3.02,2.657,,
08:29.8,5.0254,0.0132,0.0665,3.028,1.934,,,5.0254,0.0132,0.0665,3.077,0.022,,
08:29.9,5.0254,0.0132,0.0666,3.051,0.638,,,5.0254,0.0132,0.0665,2.463,0.004,,
08:30.0,5.0254,0.0132,0.0666,3.056,0.242,0.0169,27.2,5.0254,0.0132,0.0665,3.039,0.005,,
08:30.1,5.0254,0.0132,0.0664,1.418,0.016,,,5.0254,0.0132,0.0665,3.046,0.008,0.0181,27.9
08:30.2,5.0254,0.0132,0.0665,3.033,0.009,,,5.0254,0.0132,0.0665,3.041,0.132,,
08:30.3,5.0254,0.0132,0.0664,2.284,0.004,,,5.0254,0.0132,0.0665,0.612,0.359,,
08:30.4,5.0255,0.0132,0.0665,3.027,0.014,,,5.0254,0.0132,0.0665,3.059,0.011,,
08:30.5,5.0254,0.0132,0.0665,2.469,0.032,,,5.0254,0.0132,0.0665,3.081,0.005,,
08:30.6,5.0254,0.0132,0.0665,3.044,2.244,,,5.0254,0.0132,0.0665,3.054,2.609,,
08:30.7,5.0254,0.0132,0.0665,3.04,2.212,,,5.0252,0.0132,0.0665,3.035,0.045,,
08:30.8,5.0254,0.0132,0.0665,3.05,0.009,,,5.0253,0.0132,0.0664,3.239,0.007,,
08:30.9,5.0254,0.0132,0.0664,2.581,0.012,,,5.025,0.0132,0.0664,3.052,0.01,,
08:31.0,5.0254,0.0132,0.0665,3.036,0.011,0.0169,28.5,5.0253,0.0132,0.0665,3.042,0.108,,
08:31.1,5.0254,0.0132,0.0665,3.029,0.64,,,5.0254,0.0132,0.0664,0.61,0.109,0.0181,27.8
08:31.2,5.0253,0.0132,0.0665,3.027,0.009,,,5.0254,0.0132,0.0664,3.036,0.011,,
08:31.3,5.0254,0.0132,0.0664,2.467,0.014,,,5.0254,0.0132,0.0664,3.075,0.005,,
08:31.4,5.0254,0.0132,0.0664,3.038,0.012,,,5.0254,0.0132,0.0665,3.027,0.64,,
08:31.5,5.0252,0.0132,0.0664,3.025,0.009,,,5.0254,0.0132,0.0665,3.039,0.009,,
08:31.6,5.0252,0.0132,0.0665,3.017,0.004,,,5.0254,0.0132,0.0664,3.083,0.007,,
08:31.7,5.0254,0.0133,0.0666,1.583,0.036,,,5.0254,0.0132,0.0664,3.05,0.009,,
08:31.8,5.0254,0.0132,0.0666,3.048,1.326,,,5.0254,0.0132,0.0665,3.039,0.047,,
08:31.9,5.0254,0.0132,0.0665,0.682,0.004,,,5.0254,0.0132,0.0665,3.044,0.644,,
08:32.0,5.0254,0.0132,0.0664,3.037,0.01,0.0169,27.8,5.0253,0.0132,0.0665,2.974,0.019,,
08:32.1,5.0254,0.0132,0.0664,2.99,0.014,,,5.0254,0.0132,0.0665,3.082,0.005,0.0181,28.1
08:32.2,5.0254,0.0132,0.0664,3.04,2.646,,,5.0253,0.0132,0.0664,3.15,0.005,,
08:32.3,5.0254,0.0132,0.0665,3.046,2.666,,,5.0254,0.0132,0.0665,3.042,0.074,,
08:32.4,5.0254,0.0132,0.0664,0.021,0.009,,,5.0254,0.0132,0.0664,3.087,0.007,,
08:32.5,5.0254,0.0132,0.0665,3.057,0.518,,,5.0254,0.0132,0.0664,1.241,0.015,,
08:32.6,5.0254,0.0132,0.0665,3.036,0.009,,,5.0254,0.0132,0.0664,3.04,0.029,,
08:32.7,5.0252,0.0132,0.0664,3.056,0.528,,,5.0254,0.0133,0.0667,0.611,2.145,,
08:32.8,5.0254,0.0132,0.0665,3.027,0.012,,,5.0254,0.0133,0.0666,3.059,0.035,,
08:32.9,5.0254,0.0132,0.0665,1.514,0.006,,,5.0253,0.0132,0.0665,3.261,0.014,,
08:33.0,5.0254,0.0132,0.0664,2.86,1.753,0.0169,27.5,5.0251,0.0133,0.0666,3.034,0.004,,
08:33.1,5.0253,0.0132,0.0664,3.042,0.39,,,5.0253,0.0132,0.0666,3.05,1.916,0.0181,27.3
08:33.2,5.0254,0.0132,0.0664,1.261,0.008,,,5.0254,0.0133,0.0667,3.025,0.007,,
08:33.3,5.0254,0.0132,0.0666,2.727,0.015,,,5.0253,0.0133,0.0667,3.06,0.01,,
08:33.4,5.0254,0.0132,0.0665,3.051,0.182,,,5.0254,0.0132,0.0665,3.059,2.568,,
08:33.5,5.0254,0.0132,0.0666,3.048,0.044,,,5.0254,0.0132,0.0665,3.039,0.14,,
08:33.6,5.0254,0.0132,0.0665,3.072,2.921,,,5.0254,0.0133,0.0666,3.027,0.007,,
08:33.7,5.0254,0.0132,0.0664,2.47,0.021,,,5.0254,0.0132,0.0666,3.077,0.006,,
08:33.8,5.0254,0.0132,0.0665,3.056,0.009,,,5.0254,0.0133,0.0666,3.026,0.008,,
08:33.9,5.0253,0.0132,0.0665,3.04,0.851,0.0169,28.2,5.0254,0.0132,0.0665,3.02,0.005,,
08:34.0,5.0253,0.0132,0.0664,2.665,0.009,,,5.0254,0.0133,0.0666,2.84,0.007,,
08:34.1,5.0254,0.0132,0.0664,3.216,0.273,,,5.0254,0.0133,0.0667,3.056,0.096,0.0181,27.7
08:34.2,5.0254,0.0132,0.0664,3.054,1.332,,,5.0254,0.0133,0.0667,3.038,0.01,,
08:34.3,5.0254,0.0132,0.0665,3.024,0.004,,,5.0254,0.0133,0.0668,3.054,2.327,,
08:34.4,5.0254,0.0132,0.0666,3.065,0.008,,,5.0254,0.0133,0.0667,2.121,0.271,,
08:34.5,5.0254,0.0132,0.0665,3.038,0.006,,,5.0254,0.0132,0.0666,3.071,0.006,,
08:34.6,5.0254,0.0132,0.0664,3.046,0.008,,,5.0254,0.0132,0.0665,3.033,0.004,,
08:34.7,5.0254,0.0132,0.0664,3.045,0.029,,,5.0254,0.0132,0.0666,3.051,0.003,,
08:34.8,5.0254,0.0132,0.0665,3.046,0.013,,,5.0254,0.0132,0.0665,3.049,0.661,,
08:34.9,5.0254,0.0133,0.0666,3.047,0.304,0.0169,28.4,5.0254,0.0132,0.0665,3.052,0.011,,
08:35.0,5.0254,0.0132,0.0666,3.046,0.012,,,5.0254,0.0132,0.0664,3.039,0.006,,
08:35.1,5.0254,0.0132,0.0665,3.032,0.033,,,5.0254,0.0132,0.0664,3.071,1.162,0.0182,27.7
08:35.2,5.0254,0.0132,0.0665,3.032,0.009,,,5.0254,0.0132,0.0664,3.052,0.201,,
08:35.3,5.0254,0.0132,0.0665,0.436,0.643,,,5.0254,0.0132,0.0664,3.091,0.006,,
08:35.4,5.0254,0.0132,0.0664,2.612,0.01,,,5.0254,0.0132,0.0665,3.019,0.003,,
08:35.5,5.0254,0.0132,0.0665,3.034,0.005,,,5.0254,0.0132,0.0665,3.044,0.003,,
08:35.6,5.0254,0.0132,0.0664,3.039,0.012,,,5.0253,0.0132,0.0664,2.461,0.008,,
08:35.7,5.0254,0.0133,0.0666,3.116,0.014,,,5.0252,0.0132,0.0665,3.047,0.013,,
08:35.8,5.0254,0.0133,0.0666,3.045,0.433,,,5.025,0.0132,0.0665,3.041,0.006,,
08:35.9,5.0254,0.0133,0.0666,3.039,0.021,0.017,27.9,5.0253,0.0132,0.0665,3.054,0.393,,
08:36.0,5.0254,0.0132,0.0666,3.025,2.655,,,5.0254,0.0132,0.0664,0.747,0.563,,
08:36.1,5.0254,0.0132,0.0665,0.744,0.006,,,5.0254,0.0132,0.0665,3.056,3.279,0.0182,27.9
08:36.2,5.0254,0.0132,0.0664,2.922,0.007,,,5.0254,0.0132,0.0665,3.034,0.245,,
08:36.3,5.0254,0.0132,0.0665,3.022,0.549,,,5.0254,0.0132,0.0665,0.274,0.014,,
08:36.4,5.0254,0.0132,0.0665,3.043,0.006,,,5.0254,0.0132,0.0665,3.039,0.661,,
08:36.5,5.0253,0.0132,0.0664,3.04,0.173,,,5.0254,0.0132,0.0666,3.042,0.009,,
08:36.6,5.0251,0.0132,0.0664,3.055,0.933,,,5.0254,0.0132,0.0664,3.043,0.004,,
08:36.7,5.0252,0.0132,0.0664,3.041,0.002,,,5.0254,0.0132,0.0665,3.046,0.007,,
08:36.8,5.0254,0.0132,0.0664,3.064,1.957,,,5.0254,0.0132,0.0665,0.69,0.628,,
08:36.9,5.0254,0.0132,0.0665,1.212,0.014,0.017,27.2,5.0253,0.0132,0.0664,3.041,1.217,,
08:37.0,5.0253,0.0133,0.0666,3.052,0.006,,,5.0252,0.0132,0.0664,3.03,0.896,,
08:37.1,5.0254,0.0132,0.0666,3.039,0.009,,,5.0253,0.0132,0.0664,3.043,0.008,0.0182,27.9
08:37.2,5.0254,0.0132,0.0665,3.043,0.011,,,5.0254,0.0132,0.0664,2.83,0.006,,
08:37.3,5.0254,0.0132,0.0664,3.021,3.297,,,5.0254,0.0132,0.0664,3.047,0.013,,
08:37.4,5.0254,0.0132,0.0665,2.691,0.252,,,5.0254,0.0132,0.0665,3.037,0.055,,
08:37.5,5.0253,0.0132,0.0664,3.267,0.007,,,5.0254,0.0132,0.0665,3.057,3.142,,
08:37.6,5.0254,0.0132,0.0664,3.044,0.115,,,5.0254,0.0132,0.0665,0.619,0.663,,
08:37.7,5.0254,0.0132,0.0665,3.068,0.008,,,5.0254,0.0132,0.0665,3.282,0.027,,
08:37.8,5.0253,0.0132,0.0664,3.092,0.007,,,5.0254,0.0132,0.0665,2.725,0.005,,
08:37.9,5.0254,0.0132,0.0664,3.077,2.313,0.017,27.6,5.0253,0.0132,0.0664,3.049,0.03,,
08:38.0,5.0254,0.0132,0.0665,3.07,2.557,,,5.0253,0.0132,0.0665,3.054,0.207,,
08:38.1,5.0254,0.0132,0.0665,3.031,0.004,,,5.0254,0.0132,0.0664,3.236,0.159,0.0182,27.4
08:38.2,5.0254,0.0132,0.0665,1.757,0.013,,,5.0254,0.0132,0.0664,3.047,0.018,,
08:38.3,5.0254,0.0132,0.0665,3.044,0.012,,,5.0254,0.0132,0.0664,0.039,0.03,,
08:38.4,5.0254,0.0132,0.0664,3.042,0.131,,,5.0254,0.0132,0.0666,0.649,0.013,,
08:38.5,5.0254,0.0132,0.0665,3.049,0.004,,,5.0254,0.0132,0.0665,3.054,0.009,,
08:38.6,5.0254,0.0132,0.0664,3.094,0.009,,,5.0254,0.0133,0.0667,3.019,2.396,,
08:38.7,5.0254,0.0132,0.0664,3.029,0.007,,,5.0254,0.0133,0.0666,3.05,0.015,,
08:38.8,5.0254,0.0132,0.0664,3.044,0.035,,,5.0254,0.0133,0.0666,3.272,0.027,,
08:38.9,5.0254,0.0132,0.0664,0.858,0.012,0.017,28,5.0254,0.0133,0.0667,3.057,0.004,,
08:39.0,5.0254,0.0132,0.0664,3.085,0.088,,,5.0254,0.0133,0.0667,3.057,0.008,,
08:39.1,5.0254,0.0132,0.0664,3.041,0.008,,,5.0254,0.0133,0.0667,3.034,0.006,0.0182,26.9
08:39.2,5.0254,0.0132,0.0664,3.048,0.006,,,5.0254,0.0132,0.0665,0.654,0.664,,
08:39.3,5.0254,0.0133,0.0666,3.029,0.009,,,5.0253,0.0132,0.0664,3.052,0.011,,
08:39.4,5.0254,0.0133,0.0666,2.44,3.089,,,5.0254,0.0132,0.0664,3.053,0.003,,
08:39.5,5.0254,0.0132,0.0665,3.045,0.009,,,5.0254,0.0132,0.0665,3.04,0.057,,
08:39.6,5.0254,0.0133,0.0666,3.037,0.018,,,5.0254,0.0132,0.0665,3.068,0.008,,
08:39.7,5.0254,0.0133,0.0667,3.044,0.006,,,5.0254,0.0132,0.0664,3.041,0.007,,
08:39.8,5.0254,0.0132,0.0665,3.043,0.151,,,5.0254,0.0132,0.0664,3.052,0.021,,
08:39.9,5.0254,0.0132,0.0664,3.039,0.008,0.017,27.7,5.0252,0.0132,0.0664,3.043,0.008,,
08:40.0,5.0254,0.0132,0.0664,1.641,0.007,,,5.0254,0.0132,0.0665,0.682,0.025,,
08:40.1,5.0254,0.0132,0.0665,3.039,0.007,,,5.0254,0.0132,0.0666,3.049,0.028,0.0183,26.9
08:40.2,5.0254,0.0132,0.0665,2.446,1.212,,,5.0254,0.0133,0.0666,0.045,0.006,,
08:40.3,5.0254,0.0132,0.0665,3.057,0.007,,,5.0254,0.0133,0.0666,2.768,0.004,,
08:40.4,5.0253,0.0132,0.0665,3.045,0.019,,,5.0254,0.0133,0.0666,3.062,0.004,,
08:40.5,5.0254,0.0132,0.0664,3.037,0.006,,,5.0254,0.0132,0.0666,3.024,0.006,,
08:40.6,5.0254,0.0132,0.0664,3.045,0.006,,,5.0253,0.0132,0.0664,1.873,3.296,,
08:40.7,5.0254,0.0132,0.0664,0.016,1.075,,,5.0249,0.0132,0.0665,3.089,0.019,,
08:40.8,5.0254,0.0132,0.0665,0.459,0.026,,,5.0245,0.0132,0.0665,3.053,0.032,,
08:40.9,5.0254,0.0132,0.0664,3.048,0.007,0.0171,27.6,5.0243,0.0132,0.0665,3.006,0.007,,
08:41.0,5.0254,0.0132,0.0664,3.065,0.927,,,5.0243,0.0132,0.0665,0.495,0.007,,
08:41.1,5.0254,0.0132,0.0665,0.366,0.011,,,5.0245,0.0132,0.0665,3.016,0.003,0.0183,27.6
08:41.2,5.0254,0.0132,0.0664,3.081,0.016,,,5.0246,0.0132,0.0664,3.031,0.081,,
08:41.3,5.0252,0.0132,0.0664,3.041,0.011,,,5.0248,0.0132,0.0664,3.022,0.007,,
08:41.4,5.025,0.0132,0.0664,3.034,0.007,,,5.0249,0.0132,0.0664,3.05,0.63,,
08:41.5,5.025,0.0132,0.0664,3.12,0.04,,,5.025,0.0132,0.0665,3.1,0.018,,
08:41.6,5.0248,0.0132,0.0664,2.841,0.021,,,5.0252,0.0132,0.0665,3.036,0.009,,
08:41.7,5.0248,0.0132,0.0665,3.037,0.005,,,5.0254,0.0132,0.0665,3.052,0.055,,
08:41.8,5.0249,0.0132,0.0664,3.04,0.008,,,5.0253,0.0132,0.0664,0.599,0.007,,
08:41.9,5.0249,0.0132,0.0665,3.035,0.012,0.0171,26.6,5.0253,0.0132,0.0664,3.031,0.006,,
08:42.0,5.025,0.0133,0.0666,3.042,0.018,,,5.025,0.0132,0.0665,3.027,0.003,,
08:42.1,5.0251,0.0132,0.0664,1.128,0.986,,,5.025,0.0132,0.0665,3.034,0.006,0.0183,28.4
08:42.2,5.0253,0.0132,0.0664,3.065,0.006,,,5.0251,0.0132,0.0665,3.056,0.005,,
08:42.3,5.0254,0.0132,0.0664,3.04,0.011,,,5.0253,0.0132,0.0664,3.043,2.622,,
08:42.4,5.0254,0.0132,0.0664,2.434,0.008,,,5.0254,0.0132,0.0664,3.021,0.012,,
08:42.5,5.0254,0.0132,0.0664,3.069,0.008,,,5.0254,0.0132,0.0665,3.049,0.006,,
08:42.6,5.0254,0.0132,0.0665,3.009,0.011,,,5.0254,0.0132,0.0664,3.029,0.01,,
08:42.7,5.0253,0.0132,0.0664,3.044,0.004,,,5.0254,0.0132,0.0665,3.036,0.006,,
08:42.8,5.0254,0.0132,0.0665,3.047,0.013,,,5.0254,0.0132,0.0665,3.053,0.012,,
08:42.9,5.0252,0.0132,0.0664,3.012,0.011,0.0171,27.5,5.0254,0.0132,0.0664,2.986,0.007,,
08:43.0,5.0254,0.0132,0.0665,3.062,0.032,,,5.0254,0.0132,0.0665,3.037,0.008,,
08:43.1,5.0254,0.0132,0.0664,3.056,0.013,,,5.0254,0.0132,0.0664,3.098,0.016,0.0183,27.8
08:43.2,5.0254,0.0132,0.0665,3.043,0.465,,,5.0254,0.0132,0.0665,3.028,0.008,,
08:43.3,5.0254,0.0133,0.0666,3.018,0.024,,,5.0254,0.0132,0.0666,2.718,0.014,,
08:43.4,5.0254,0.0133,0.0667,3.033,0.013,,,5.0254,0.0132,0.0665,3.018,0.006,,
08:43.5,5.0254,0.0132,0.0665,3.037,2.008,,,5.0254,0.0132,0.0666,3.039,0.006,,
08:43.6,5.0254,0.0132,0.0665,3.049,0.011,,,5.0254,0.0132,0.0664,3.045,3.186,,
08:43.7,5.0254,0.0132,0.0665,3.045,0.013,,,5.0254,0.0132,0.0665,1.069,0.069,,
08:43.8,5.0254,0.0132,0.0665,3.047,0.008,,,5.0254,0.0132,0.0664,3.03,0.011,,
08:43.9,5.0253,0.0132,0.0664,3.053,0.01,0.0171,27.9,5.0252,0.0132,0.0664,3.094,0.017,,
08:44.0,5.0253,0.0132,0.0664,3.045,0.012,,,5.0253,0.0132,0.0665,3.038,0.036,,
08:44.1,5.0254,0.0132,0.0664,3.055,0.008,,,5.0252,0.0132,0.0664,3.046,0.003,0.0183,27.8
08:44.2,5.0254,0.0132,0.0664,3.015,0.008,,,5.0251,0.0132,0.0664,3.048,0.009,,
08:44.3,5.0254,0.0132,0.0665,3.061,0.008,,,5.0251,0.0132,0.0664,3.084,0.006,,
08:44.4,5.0254,0.0132,0.0665,3.067,0.008,,,5.0252,0.0132,0.0664,3.04,0.008,,
08:44.5,5.0254,0.0132,0.0664,3.046,0.014,,,5.0253,0.0132,0.0665,2.627,0.023,,
08:44.6,5.0254,0.0132,0.0665,0.021,0.008,,,5.0253,0.0132,0.0665,0.616,0.007,,
08:44.7,5.0254,0.0132,0.0664,3.037,0.011,,,5.0254,0.0132,0.0664,3.052,2.818,,
08:44.8,5.0254,0.0132,0.0664,3.06,0.007,,,5.0254,0.0132,0.0664,1.02,0.024,,
08:44.9,5.0254,0.0132,0.0664,2.612,0.012,0.0171,28.4,5.0254,0.0132,0.0664,3.048,0.008,,
08:45.0,5.0254,0.0132,0.0665,3.021,0.013,,,5.0254,0.0132,0.0665,1.072,0.037,,
08:45.1,5.0254,0.0132,0.0664,0.801,0.006,,,5.0254,0.0132,0.0664,3.05,0.007,0.0183,27.7
08:45.2,5.0254,0.0132,0.0665,3.103,0.921,,,5.0254,0.0132,0.0665,3.048,0.012,,
08:45.3,5.0253,0.0132,0.0664,3.035,0.004,,,5.0254,0.0132,0.0665,0.637,0.02,,
08:45.4,5.0253,0.0132,0.0665,3.041,0.035,,,5.0254,0.0132,0.0666,3.042,0.031,,
08:45.5,5.0254,0.0133,0.0666,3.059,0.009,,,5.0254,0.0132,0.0665,3.102,0.013,,
08:45.6,5.0254,0.0132,0.0664,3.038,0.011,,,5.0253,0.0132,0.0664,3.011,0.01,,
08:45.7,5.0253,0.0132,0.0664,2.961,0.006,,,5.025,0.0132,0.0664,3.033,0.003,,
08:45.8,5.0251,0.0132,0.0664,2.873,0.004,,,5.0247,0.0132,0.0664,3.053,0.015,,
08:45.9,5.0251,0.0132,0.0664,1.718,0.01,0.0171,27.6,5.0248,0.0132,0.0664,3.026,0.006,,
08:46.0,5.0252,0.0132,0.0664,3.102,1.053,,,5.0248,0.0132,0.0664,3.043,0.015,,
08:46.1,5.0252,0.0132,0.0664,3.03,0.004,,,5.025,0.0132,0.0665,2.982,0.029,0.0184,27.5
08:46.2,5.0254,0.0132,0.0664,3.054,0.025,,,5.0252,0.0132,0.0664,3.076,0.005,,
08:46.3,5.0253,0.0132,0.0664,3.049,0.004,,,5.0253,0.0132,0.0664,3.046,0.468,,
08:46.4,5.0254,0.0132,0.0664,3.056,0.724,,,5.0254,0.0132,0.0666,0.137,0.016,,
08:46.5,5.0252,0.0132,0.0665,3.025,0.006,,,5.0254,0.0133,0.0666,0.732,0.006,,
08:46.6,5.0252,0.0132,0.0664,3.015,0.004,,,5.0254,0.0133,0.0667,3.031,0.009,,
08:46.7,5.0253,0.0132,0.0664,3.024,0.158,,,5.0254,0.0133,0.0666,3.009,0.005,,
08:46.8,5.0254,0.0132,0.0665,0.688,0.004,,,5.0254,0.0133,0.0666,3.13,0.006,,
08:46.9,5.0253,0.0132,0.0664,3.039,0.011,0.0172,27.4,5.0252,0.0133,0.0667,2.672,0.013,,
08:47.0,5.0254,0.0132,0.0664,3.056,0.003,,,5.0253,0.0132,0.0665,2.962,0.023,,
08:47.1,5.0254,0.0132,0.0664,0.622,1.511,,,5.0254,0.0132,0.0665,2.992,0.01,0.0184,27.5
08:47.2,5.0254,0.0132,0.0664,3.014,0.126,,,5.0253,0.0132,0.0664,3.056,0.025,,
08:47.3,5.0254,0.0132,0.0664,3.087,0.006,,,5.0253,0.0132,0.0665,3.039,0.008,,
08:47.4,5.0253,0.0132,0.0664,1.338,0.003,,,5.0254,0.0132,0.0665,3.093,0.534,,
08:47.5,5.0253,0.0133,0.0666,2.476,0.005,,,5.0254,0.0132,0.0664,3.029,0.007,,
08:47.6,5.0254,0.0133,0.0666,2.466,3.277,,,5.0253,0.0132,0.0664,1.153,0.14,,
08:47.7,5.0254,0.0132,0.0665,3.041,0.013,,,5.0254,0.0133,0.0666,3.05,0.014,,
08:47.8,5.0252,0.0132,0.0664,3.047,0.006,,,5.0254,0.0132,0.0665,3.04,2.207,,
08:47.9,5.0254,0.0132,0.0665,3.067,0.003,0.0172,27.9,5.0253,0.0132,0.0664,3.035,0.034,,
08:48.0,5.0254,0.0132,0.0664,3.035,0.01,,,5.0253,0.0132,0.0664,2.459,0.006,,
08:48.1,5.0254,0.0132,0.0664,3.056,0.03,,,5.0254,0.0132,0.0665,3.057,0.006,0.0184,27.5
08:48.2,5.0253,0.0132,0.0664,3.002,0.003,,,5.0254,0.0132,0.0664,3.055,0.032,,
08:48.3,5.0253,0.0132,0.0664,3.165,0.006,,,5.0254,0.0132,0.0664,0.699,0.03,,
08:48.4,5.0254,0.0132,0.0665,3.107,2.669,,,5.0254,0.0132,0.0664,2.857,0.006,,
08:48.5,5.0254,0.0132,0.0665,3.039,0.016,,,5.0254,0.0132,0.0665,2.479,0.006,,
08:48.6,5.0254,0.0132,0.0665,3.048,0.004,,,5.0254,0.0132,0.0665,3.027,0.283,,
08:48.7,5.0254,0.0132,0.0664,3.07,0.028,,,5.0254,0.0132,0.0664,3.015,0.012,,
08:48.8,5.0254,0.0132,0.0664,3.044,0.01,,,5.0254,0.0132,0.0665,3.036,0.006,,
08:48.9,5.0254,0.0132,0.0664,2.584,0.56,0.0172,27.6,5.0254,0.0132,0.0665,2.668,0.001,,
08:49.0,5.0254,0.0132,0.0664,3.028,0.003,,,5.0254,0.0132,0.0665,3.04,2.649,,
08:49.1,5.0254,0.0132,0.0664,3.258,0.006,,,5.0254,0.0132,0.0665,3.02,0.104,0.0184,29
08:49.2,5.0253,0.0132,0.0664,2.918,2.193,,,5.0254,0.0132,0.0664,3.091,0.009,,
08:49.3,5.0254,0.0132,0.0665,3.042,2.589,,,5.0253,0.0132,0.0664,3.031,0.011,,
08:49.4,5.0254,0.0132,0.0665,3.05,0.003,,,5.0254,0.0132,0.0664,3.042,0.121,,
08:49.5,5.0254,0.0133,0.0666,3.06,0.017,,,5.0254,0.0132,0.0664,3.044,0.011,,
08:49.6,5.0254,0.0133,0.0666,3.007,0.026,,,5.0254,0.0133,0.0666,3.027,0.006,,
08:49.7,5.0254,0.0133,0.0667,3.045,0.019,,,5.0254,0.0132,0.0665,3.044,0.01,,
08:49.8,5.0254,0.0132,0.0664,0.845,0.023,,,5.0254,0.0132,0.0664,3.057,0.043,,
08:49.9,5.0254,0.0132,0.0665,3.185,0.012,0.0172,27.7,5.0254,0.0132,0.0664,3.068,2.372,,
08:50.0,5.0254,0.0132,0.0665,2.932,0.253,,,5.0254,0.0133,0.0666,3.278,0.016,,
08:50.1,5.0254,0.0132,0.0665,3.04,0.005,,,5.0254,0.0133,0.0666,3.182,0.022,0.0184,27.9
08:50.2,5.0254,0.0132,0.0664,3.048,0.003,,,5.0254,0.0132,0.0665,2.471,0.006,,
08:50.3,5.0254,0.0132,0.0664,3.046,2.992,,,5.0254,0.0132,0.0664,3.041,1.521,,
08:50.4,5.0254,0.0132,0.0665,3.049,0.007,,,5.0254,0.0132,0.0664,3.043,0.02,,
08:50.5,5.0254,0.0132,0.0664,3.064,0.005,,,5.0254,0.0132,0.0664,3.06,0.256,,
08:50.6,5.0254,0.0132,0.0664,2.149,0.025,,,5.0253,0.0132,0.0664,3.058,0.004,,
08:50.7,5.0254,0.0132,0.0665,3.047,0.012,,,5.0252,0.0132,0.0665,3.049,0.936,,
08:50.8,5.0253,0.0132,0.0665,2.931,2.308,,,5.0251,0.0132,0.0665,3.043,0.004,,
08:50.9,5.0254,0.0132,0.0664,2.992,0.007,0.0172,27.7,5.0249,0.0132,0.0665,1.451,0.331,,
08:51.0,5.0254,0.0132,0.0665,3.029,2.654,,,5.025,0.0132,0.0665,2.468,0.009,,
08:51.1,5.0254,0.0132,0.0664,3.078,0.047,,,5.0251,0.0132,0.0665,2.738,0.004,0.0185,27.4
08:51.2,5.0254,0.0132,0.0665,3.051,0.005,,,5.0253,0.0132,0.0664,3.04,0.482,,
08:51.3,5.0253,0.0132,0.0664,3.041,0.015,,,5.0254,0.0132,0.0664,2.958,0.009,,
08:51.4,5.0251,0.0132,0.0665,3.112,0.014,,,5.0253,0.0132,0.0664,1.307,0.009,,
08:51.5,5.025,0.0132,0.0664,3.047,0.006,,,5.0254,0.0132,0.0664,3.033,0.005,,
08:51.6,5.0247,0.0132,0.0664,3.066,2.467,,,5.0254,0.0132,0.0664,3.046,2.467,,
08:51.7,5.0248,0.0132,0.0665,3.056,0.021,,,5.0254,0.0132,0.0665,2.973,0.413,,
08:51.8,5.025,0.0132,0.0664,3.039,0.012,,,5.0254,0.0132,0.0665,2.463,0.012,,
08:51.9,5.0253,0.0132,0.0664,3.041,0.368,0.0173,28.1,5.0253,0.0132,0.0664,3.045,0.007,,
08:52.0,5.0254,0.0132,0.0664,3.073,0.028,,,5.0249,0.0132,0.0664,3.039,0.009,,
08:52.1,5.0254,0.0132,0.0665,3.021,0.008,,,5.025,0.0132,0.0664,2.459,0.009,0.0185,27.9
08:52.2,5.0254,0.0133,0.0666,1.715,0.014,,,5.0252,0.0132,0.0665,1.388,0.043,,
08:52.3,5.0254,0.0132,0.0665,3.077,0.012,,,5.0252,0.0132,0.0664,3.059,0.008,,
08:52.4,5.0254,0.0133,0.0666,3.081,0.078,,,5.0253,0.0132,0.0664,3.042,1.402,,
08:52.5,5.0254,0.0132,0.0665,3.039,2.651,,,5.0254,0.0132,0.0664,3.053,0.263,,
08:52.6,5.0253,0.0132,0.0664,3.043,0.003,,,5.0254,0.0132,0.0665,2.69,0.016,,
