time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
00:24.2,4.9976,0.1793,0.8962,3.082,0.005,,,5.0254,0.0133,0.067,3.043,0.654,,
00:24.3,4.9975,0.1793,0.8962,3.075,0.09,,,5.0254,0.0133,0.0669,0.456,0.01,0.0115,28.2
00:24.4,4.9974,0.1794,0.8967,3.056,0.012,,,5.0254,0.0133,0.0668,3.03,0.013,,
00:24.5,4.9972,0.1795,0.8968,2.942,0.008,,,5.0254,0.0133,0.0669,3.042,0.016,,
00:24.6,4.9967,0.1795,0.897,3.081,0.083,,,5.0254,0.0133,0.0667,3.046,0.479,,
00:24.7,4.9966,0.1795,0.897,3.086,0.006,,,5.0254,0.0132,0.0666,3.035,0.051,,
00:24.8,4.9983,0.1435,0.7174,2.569,2.653,,,5.0254,0.0132,0.0664,3.047,0.004,,
00:24.9,5,0.144,0.7202,3.039,0.002,,,5.0254,0.0132,0.0664,3.05,0.003,,
00:25.0,5.0011,0.1444,0.7222,3.07,0.004,0.0055,27.7,5.0254,0.0132,0.0665,3.03,0.259,,
00:25.1,5.0018,0.1447,0.7236,0.621,2.656,,,5.0254,0.0132,0.0665,3.083,0.006,,
00:25.2,5.0021,0.1448,0.7243,0.708,0.01,,,5.0254,0.0132,0.0665,3.046,2.076,,
00:25.3,5.0024,0.1449,0.7248,3.056,0.014,,,5.0254,0.0133,0.0668,3.052,0.02,0.0117,28.3
00:25.4,5.0027,0.1449,0.7249,3.06,0.029,,,5.0254,0.0133,0.0668,3.042,0.013,,
00:25.5,5.0028,0.1449,0.725,3.036,0.013,,,5.0254,0.0133,0.0668,3.047,0.019,,
00:25.6,5.0053,0.0176,0.0881,0.706,0.017,,,5.0254,0.0133,0.0668,3.052,0.005,,
00:25.7,5.0097,0.0166,0.0834,3.037,0.013,,,5.0254,0.0133,0.0668,3.024,0.003,,
00:25.8,5.0179,0.0149,0.0746,3.09,2.636,,,5.0254,0.0133,0.0667,1.427,0.006,,
00:25.9,5.0196,0.0145,0.0728,0.862,0.009,,,5.0254,0.0133,0.0667,3.197,2.662,,
00:26.0,5.0224,0.0139,0.0699,3.154,0.013,0.0056,28.3,5.0254,0.0132,0.0665,3.041,0.209,,
00:26.1,5.023,0.0138,0.0693,3.025,0.011,,,5.0254,0.0132,0.0664,3.061,0.014,,
00:26.2,5.0242,0.0135,0.0677,3.044,0.023,,,5.0254,0.0132,0.0664,3.029,0.018,,
00:26.3,5.0244,0.0134,0.0676,3.04,0.01,,,5.0254,0.0132,0.0664,3.034,0.45,0.0119,28.3
00:26.4,5.0246,0.0134,0.0673,2.442,0.285,,,5.0254,0.0132,0.0664,3.082,0.005,,
00:26.5,5.0249,0.0134,0.0672,3.042,2.848,,,5.0253,0.0132,0.0665,3.035,0.003,,
00:26.6,5.0251,0.0133,0.0669,3.045,0.013,,,5.0254,0.0132,0.0665,0.687,0.004,,
00:26.7,5.0252,0.0133,0.0668,3.044,0.009,,,5.0254,0.0132,0.0664,3.074,0.01,,
00:26.8,5.0254,0.0132,0.0665,3.046,0.102,,,5.0254,0.0132,0.0664,3.052,3.005,,
00:26.9,5.0253,0.0132,0.0666,3.047,0.009,,,5.0254,0.0132,0.0664,3.037,0.009,,
00:27.0,5.0254,0.0132,0.0664,3.035,0.003,0.0056,28.3,5.0254,0.0132,0.0664,3.018,3.259,,
00:27.1,5.0254,0.0132,0.0665,3.053,0.006,,,5.0254,0.0132,0.0664,3.05,0.594,,
00:27.2,5.0254,0.0132,0.0664,3.065,0.007,,,5.0254,0.0132,0.0664,3.054,0.01,,
00:27.3,5.0254,0.0132,0.0664,3.037,0.011,,,5.0254,0.0132,0.0666,3.032,0.622,0.0121,27.5
00:27.4,5.0254,0.0132,0.0664,3.04,0.527,,,5.0254,0.0132,0.0665,3.043,0.011,,
00:27.5,5.0254,0.0132,0.0666,0.614,0.011,,,5.0254,0.0132,0.0664,2.872,0.006,,
00:27.6,5.0254,0.0132,0.0665,0.837,0.012,,,5.0254,0.0132,0.0665,3.044,0.021,,
00:27.7,5.0254,0.0132,0.0665,3.048,0.01,,,5.0254,0.0132,0.0664,3.045,0.015,,
00:27.8,5.0254,0.0132,0.0666,3.041,0.017,,,5.0254,0.0132,0.0665,0.933,0.022,,
00:27.9,5.0253,0.0133,0.0667,3.039,0.01,,,5.0254,0.0132,0.0664,3.047,0.637,,
00:28.0,5.0254,0.0132,0.0665,3.025,0.007,0.0056,27.9,5.0254,0.0132,0.0664,0.734,0.021,,
00:28.1,5.0254,0.0132,0.0665,0.344,0.013,,,5.0254,0.0132,0.0664,3.03,0.004,,
00:28.2,5.0254,0.0132,0.0664,3.03,0.006,,,5.0254,0.0132,0.0664,0.889,0.008,,
00:28.3,5.0254,0.0132,0.0664,3.04,0.007,,,5.0252,0.0132,0.0664,2.941,2.516,0.0124,27.7
00:28.4,5.0254,0.0132,0.0665,3.068,0.643,,,5.0251,0.0132,0.0664,3.041,0.004,,
00:28.5,5.0254,0.0132,0.0665,3.051,0.013,,,5.0254,0.0132,0.0665,3.048,0.024,,
00:28.6,5.0254,0.0132,0.0664,3.039,0.004,,,5.0254,0.0132,0.0665,0.132,0.008,,
00:28.7,5.0254,0.0132,0.0664,3.04,0.011,,,5.0254,0.0132,0.0665,3.051,0.026,,
00:28.8,5.0254,0.0132,0.0665,3.208,0.01,,,5.0254,0.0132,0.0664,3.035,0.014,,
00:28.9,5.0254,0.0133,0.0667,1.225,0.01,,,5.0254,0.0132,0.0665,3.026,0.004,,
00:29.0,5.0254,0.0132,0.0665,3.041,0.006,0.0056,26.9,5.0254,0.0132,0.0665,3.041,0.007,,
00:29.1,5.0254,0.0132,0.0665,3.021,0.006,,,5.0254,0.0132,0.0664,2.939,1.91,,
00:29.2,5.0254,0.0132,0.0664,3.045,0.019,,,5.0254,0.0132,0.0664,3.04,0.008,,
00:29.3,5.0254,0.0132,0.0665,3.043,0.01,,,5.0254,0.0132,0.0664,3.039,0.045,0.0126,27.9
00:29.4,5.0254,0.0132,0.0665,3.036,0.006,,,5.0254,0.0132,0.0664,3.027,0.013,,
00:29.5,5.0253,0.0132,0.0664,3.037,0.011,,,5.0253,0.0133,0.0666,3.019,0.021,,
00:29.6,5.0251,0.0132,0.0665,2.834,2.074,,,5.0252,0.0133,0.0666,3.039,0.011,,
00:29.7,5.0253,0.0132,0.0664,3.035,0.008,,,5.0253,0.0132,0.0665,2.51,0.005,,
00:29.8,5.0254,0.0132,0.0665,2.541,0.002,,,5.0253,0.0132,0.0665,3.028,0.009,,
00:29.9,5.0254,0.0132,0.0665,3.03,1.081,,,5.0254,0.0132,0.0665,2.984,2.169,,
00:30.0,5.0254,0.0132,0.0664,3.042,0.119,0.0056,28.3,5.0254,0.0132,0.0664,0.119,0.011,,
00:30.1,5.0254,0.0132,0.0664,3.013,0.082,,,5.0254,0.0132,0.0664,3.043,0.013,,
00:30.2,5.0254,0.0132,0.0665,3.044,0.06,,,5.0254,0.0132,0.0666,3.049,0.012,,
00:30.3,5.0254,0.0132,0.0665,1.79,0.017,,,5.0254,0.0132,0.0664,3.045,0.658,0.0128,27.9
00:30.4,5.0254,0.0132,0.0665,3.045,0.135,,,5.0254,0.0132,0.0666,3.053,0.008,,
00:30.5,5.0254,0.0137,0.0689,2.47,0.288,,,5.0253,0.0133,0.0667,3.047,0.005,,
00:30.6,5.0254,0.0143,0.072,3.025,0.006,,,5.0252,0.0132,0.0666,3.037,0.698,,
00:30.7,5.0254,0.0139,0.0699,3.039,0.015,,,5.0252,0.0132,0.0666,3.044,0.129,,
00:30.8,5.0253,0.0137,0.0687,3.046,0.035,,,5.0252,0.0132,0.0665,3.273,0.009,,
00:30.9,5.0253,0.0135,0.068,3.072,0.007,,,5.0254,0.0132,0.0664,3.039,0.021,,
00:31.0,5.0253,0.0134,0.0674,3.061,0.624,0.0057,28.4,5.0254,0.0132,0.0664,3.064,0.013,,
00:31.1,5.0254,0.0134,0.0675,3.034,0.008,,,5.0254,0.0132,0.0665,3.047,0.187,,
00:31.2,5.0254,0.0134,0.0674,3.048,0.199,,,5.0254,0.0132,0.0665,3.012,0.008,,
00:31.3,5.0254,0.0134,0.0673,3.045,0.263,,,5.0254,0.0132,0.0665,3.083,0.005,0.0131,27.8
00:31.4,5.0253,0.0134,0.0674,3.196,0.007,,,5.0254,0.0132,0.0664,3.016,0.007,,
00:31.5,5.0254,0.0134,0.0673,3.247,0.006,,,5.0254,0.0132,0.0664,3.017,0.007,,
00:31.6,5.0254,0.0134,0.0673,0.722,0.016,,,5.0254,0.0132,0.0665,0.291,0.006,,
00:31.7,5.0254,0.0134,0.0671,3.013,0.005,,,5.0254,0.0132,0.0664,2.907,0.006,,
00:31.8,5.0254,0.0134,0.0671,1.789,0.013,,,5.0253,0.0132,0.0665,3.058,0.012,,
00:31.9,5.0254,0.0133,0.067,2.091,0.012,,,5.0254,0.0132,0.0665,3.037,0.006,,
00:32.0,5.0254,0.0133,0.0669,3.034,0.025,0.0057,27,5.0254,0.0132,0.0666,0.624,0.01,,
00:32.1,5.0254,0.0133,0.0667,3.013,0.005,,,5.0253,0.0132,0.0666,0.696,0.009,,
00:32.2,5.0254,0.0132,0.0665,3.054,0.006,,,5.0254,0.0132,0.0665,3.029,2.562,,
00:32.3,5.0254,0.0132,0.0666,2.504,0.015,,,5.0254,0.0132,0.0665,3.078,0.007,0.0132,27.5
00:32.4,5.0254,0.0132,0.0664,0.553,0.009,,,5.0254,0.0132,0.0665,2.977,0.007,,
00:32.5,5.0254,0.0132,0.0664,3.02,0.014,,,5.0254,0.0132,0.0664,0.656,0.013,,
00:32.6,5.0254,0.0132,0.0664,3.048,0.011,,,5.0254,0.0132,0.0664,3.033,0.003,,
00:32.7,5.0254,0.0132,0.0665,0.696,0.006,,,5.0254,0.0132,0.0664,3.023,0.025,,
00:32.8,5.0254,0.0132,0.0664,3.033,0.01,,,5.0254,0.0132,0.0665,3.047,0.006,,
00:32.9,5.0254,0.0132,0.0664,3.091,0.67,,,5.0254,0.0132,0.0665,2.956,1.095,,
00:33.0,5.0254,0.0132,0.0665,0.114,0.006,0.0057,28.1,5.0254,0.0132,0.0664,3.019,0.01,,
00:33.1,5.0254,0.0132,0.0664,2.853,0.012,,,5.0253,0.0132,0.0664,3.023,0.124,,
00:33.2,5.0254,0.0132,0.0665,3.05,0.008,,,5.0252,0.0132,0.0665,3.043,0.03,,
00:33.3,5.0254,0.0132,0.0665,3.049,0.292,,,5.025,0.0132,0.0664,2.743,0.01,0.0132,27.6
00:33.4,5.0254,0.0132,0.0665,3.027,0.018,,,5.0252,0.0133,0.0666,3.051,0.004,,
00:33.5,5.0254,0.0132,0.0664,3.044,0.006,,,5.0252,0.0133,0.0666,3.047,1.313,,
00:33.6,5.0254,0.0132,0.0664,3.051,0.019,,,5.0254,0.0132,0.0666,3.202,0.006,,
00:33.7,5.0254,0.0132,0.0665,3.022,0.006,,,5.0254,0.0132,0.0666,3.051,0.012,,
00:33.8,5.0254,0.0132,0.0664,2.875,0.013,,,5.0254,0.0132,0.0665,3.024,0.016,,
00:33.9,5.0254,0.0132,0.0664,2.469,0.015,,,5.0254,0.0132,0.0665,3.047,0.007,,
00:34.0,5.0253,0.0132,0.0664,3.048,2.561,0.0057,26.1,5.0254,0.0132,0.0665,3.035,0.022,,
00:34.1,5.0254,0.0132,0.0664,3.027,0.01,,,5.0254,0.0132,0.0665,3.044,0.722,,
00:34.2,5.0254,0.0132,0.0664,3.055,2.94,,,5.0254,0.0132,0.0664,3.043,2.027,,
00:34.3,5.0254,0.0132,0.0664,2.807,0.011,,,5.0254,0.0132,0.0664,3.065,3.2,0.0132,28.1
00:34.4,5.0253,0.0132,0.0664,3.038,0.008,,,5.0254,0.0132,0.0664,3.197,0.007,,
00:34.5,5.0253,0.0132,0.0665,3.027,0.383,,,5.0254,0.0132,0.0664,3.032,0.011,,
00:34.6,5.0253,0.0132,0.0664,3.013,0.007,,,5.0254,0.0132,0.0664,3.045,0.004,,
00:34.7,5.0253,0.0132,0.0664,2.501,2.566,,,5.0254,0.0132,0.0664,2.018,0.031,,
00:34.8,5.0254,0.0132,0.0665,3.029,0.004,,,5.0254,0.0132,0.0665,3.034,0.005,,
00:34.9,5.0254,0.0132,0.0664,3.045,0.11,,,5.0254,0.0132,0.0665,2.778,0.012,,
00:35.0,5.0254,0.0132,0.0664,3.055,0.07,0.0057,27.9,5.0254,0.0132,0.0665,2.481,0.004,,
00:35.1,5.0254,0.0132,0.0665,3.045,0.04,,,5.0254,0.0132,0.0664,3.044,0.014,,
00:35.2,5.0254,0.0132,0.0664,3.041,0.617,,,5.0253,0.0132,0.0664,3.039,0.612,,
00:35.3,5.0254,0.0132,0.0665,0.743,0.028,,,5.0254,0.0132,0.0666,3.013,0.124,0.0132,27.4
00:35.4,5.0254,0.0132,0.0665,3.03,0.008,,,5.0254,0.0132,0.0666,3.039,0.005,,
00:35.5,5.0253,0.0133,0.0667,3.047,0.004,,,5.0254,0.0133,0.0666,3.201,0.004,,
00:35.6,5.0254,0.0132,0.0666,2.563,0.013,,,5.0253,0.0132,0.0664,3.044,0.01,,
00:35.7,5.0254,0.0132,0.0665,3.036,2.113,,,5.0254,0.0132,0.0664,3.034,0.006,,
00:35.8,5.0253,0.0132,0.0665,3.027,3.254,,,5.0252,0.0132,0.0664,3.055,0.008,,
00:35.9,5.0254,0.0132,0.0666,2.045,0.011,,,5.0251,0.0132,0.0665,3.059,0.123,,
00:36.0,5.0254,0.0132,0.0665,0.034,0.007,0.0057,28.3,5.0252,0.0132,0.0664,3.067,0.009,,
00:36.1,5.0254,0.0132,0.0664,3.043,0.003,,,5.0254,0.0132,0.0666,3.073,0.02,,
00:36.2,5.0254,0.0132,0.0665,3.052,0.003,,,5.0254,0.0132,0.0666,2.467,0.009,,
00:36.3,5.0254,0.0132,0.0665,3.028,0.006,,,5.0254,0.0132,0.0666,3.073,0.004,0.0132,28.2
00:36.4,5.0254,0.0132,0.0664,2.41,0.028,,,5.0252,0.0132,0.0665,3.042,0.003,,
00:36.5,5.0254,0.0132,0.0665,3.047,0.004,,,5.0252,0.0132,0.0664,3.001,0.011,,
00:36.6,5.0255,0.0132,0.0665,3.053,0.016,,,5.0252,0.0132,0.0665,3.119,0.242,,
00:36.7,5.0254,0.0132,0.0664,2.926,1.339,,,5.0253,0.0133,0.0666,3.038,0.021,,
00:36.8,5.0254,0.0132,0.0664,3.049,0.005,,,5.0254,0.0133,0.0667,3.039,3.276,,
00:36.9,5.0254,0.0132,0.0665,3.044,0.006,,,5.0254,0.0133,0.0667,2.979,0.041,,
00:37.0,5.0254,0.0132,0.0664,3.044,0.003,0.0058,26.8,5.0254,0.0132,0.0666,3.038,0.005,,
00:37.1,5.0254,0.0132,0.0664,0.721,0.007,,,5.0254,0.0132,0.0665,3.055,0.005,,
00:37.2,5.0254,0.0132,0.0665,3.032,0.012,,,5.0254,0.0132,0.0664,2.997,0.008,,
00:37.3,5.0254,0.0132,0.0664,3.048,0.003,,,5.0254,0.0132,0.0665,3.225,0.009,0.0132,27.6
00:37.4,5.0254,0.0132,0.0664,3.118,0.661,,,5.0254,0.0132,0.0665,2.517,0.014,,
00:37.5,5.0254,0.0132,0.0665,0.866,0.009,,,5.0254,0.0132,0.0664,3.051,2.062,,
00:37.6,5.0254,0.0132,0.0664,3.038,0.008,,,5.0254,0.0133,0.0666,3.048,0.007,,
00:37.7,5.0254,0.0132,0.0665,3.045,0.008,,,5.0254,0.0133,0.0666,3.056,0.019,,
00:37.8,5.0254,0.0132,0.0664,3.045,0.132,,,5.0254,0.0132,0.0665,3.028,0.007,,
00:37.9,5.0254,0.0132,0.0664,2.602,0.012,,,5.0254,0.0132,0.0664,3.062,0.007,,
00:38.0,5.0254,0.0132,0.0665,2.985,0.012,0.0058,28.1,5.0254,0.0132,0.0665,3.037,0.023,,
00:38.1,5.0254,0.0132,0.0665,3.039,0.021,,,5.0254,0.0132,0.0665,3.096,0.009,,
00:38.2,5.0254,0.0132,0.0665,3.054,2.302,,,5.0254,0.0132,0.0664,1.133,0.013,,
00:38.3,5.0254,0.0132,0.0666,2.28,0.14,,,5.0253,0.0132,0.0664,3.034,2.617,0.0133,27.9
00:38.4,5.0254,0.0132,0.0665,2.865,0.039,,,5.0252,0.0132,0.0664,3.04,0.005,,
00:38.5,5.0254,0.0132,0.0665,3.047,0.008,,,5.0253,0.0132,0.0664,0.609,2.655,,
00:38.6,5.0254,0.0132,0.0664,3.041,0.008,,,5.0254,0.0132,0.0664,0.732,0.619,,
00:38.7,5.0254,0.0132,0.0664,3.062,3.12,,,5.0254,0.0132,0.0664,2.578,0.011,,
00:38.8,5.0254,0.0132,0.0665,3.054,0.009,,,5.0254,0.0132,0.0664,3.028,0.007,,
00:38.9,5.0254,0.0132,0.0664,3.044,2.653,,,5.0254,0.0132,0.0665,3.014,0.012,,
00:39.0,5.0254,0.0132,0.0665,3.054,0.004,0.0058,27.9,5.0254,0.0132,0.0664,3.03,2.223,,
00:39.1,5.0254,0.0132,0.0664,0.241,0.029,,,5.0254,0.0132,0.0664,3.045,0.019,,
00:39.2,5.0254,0.0132,0.0665,3.085,0.008,,,5.0254,0.0132,0.0664,3.027,0.006,,
00:39.3,5.0254,0.0132,0.0665,3.031,0.019,,,5.0254,0.0132,0.0665,3.039,0.579,0.0133,27.9
00:39.4,5.0254,0.0132,0.0664,3.04,0.009,,,5.0254,0.0132,0.0664,3.086,0.007,,
00:39.5,5.0254,0.0132,0.0665,1.366,0.012,,,5.0254,0.0132,0.0665,3.053,0.01,,
00:39.6,5.0252,0.0132,0.0664,3.038,0.46,,,5.025,0.0132,0.0665,3.043,0.007,,
00:39.7,5.0252,0.0132,0.0664,3.046,0.007,,,5.0252,0.0132,0.0664,0.696,0.003,,
00:39.8,5.0253,0.0132,0.0665,0.618,0.991,,,5.0254,0.0132,0.0665,2.454,0.012,,
00:39.9,5.0254,0.0132,0.0665,3.061,0.03,,,5.0254,0.0132,0.0664,3.086,0.022,,
00:40.0,5.0254,0.0132,0.0664,3.042,0.665,0.0058,27.5,5.0254,0.0132,0.0664,3.024,0.007,,
00:40.1,5.0254,0.0132,0.0664,3.043,0.008,,,5.0254,0.0133,0.0666,3.052,0.009,,
00:40.2,5.0254,0.0132,0.0665,3.063,0.01,,,5.0254,0.0132,0.0665,3.038,0.613,,
00:40.3,5.0254,0.0132,0.0665,3.04,0.008,,,5.0254,0.0132,0.0664,3.059,0.008,0.0133,27.8
00:40.4,5.0254,0.0132,0.0664,3.033,0.012,,,5.0254,0.0132,0.0664,3.062,0.027,,
00:40.5,5.0254,0.0132,0.0664,3.046,0.007,,,5.0254,0.0132,0.0664,3.035,0.009,,
00:40.6,5.0254,0.0132,0.0665,3.046,0.03,,,5.0254,0.0132,0.0665,3.036,0.013,,
00:40.7,5.0254,0.0132,0.0664,3.057,0.01,,,5.0254,0.0132,0.0664,3.049,0.031,,
00:40.8,5.0253,0.0132,0.0664,3.045,0.01,,,5.0254,0.0132,0.0664,3.036,0.008,,
00:40.9,5.0251,0.0132,0.0664,3.031,0.007,,,5.0254,0.0132,0.0664,3.003,0.005,,
00:41.0,5.0252,0.0132,0.0665,2.756,0.116,0.0058,28.2,5.0254,0.0132,0.0665,3.048,0.025,,
00:41.1,5.0253,0.0132,0.0664,3.035,0.01,,,5.0254,0.0132,0.0664,3.082,0.007,,
00:41.2,5.0254,0.0132,0.0664,3.031,0.011,,,5.0254,0.0132,0.0665,3.042,0.008,,
00:41.3,5.0254,0.0132,0.0664,0.67,0.006,,,5.0254,0.0132,0.0665,2.545,0.007,0.0133,27.5
00:41.4,5.0254,0.0133,0.0666,3.027,0.029,,,5.0254,0.0132,0.0665,3.034,0.006,,
00:41.5,5.0254,0.0132,0.0665,3.05,0.011,,,5.0254,0.0132,0.0664,3.043,0.011,,
00:41.6,5.0254,0.0132,0.0665,3.091,0.006,,,5.0254,0.0132,0.0664,3.046,0.013,,
00:41.7,5.0254,0.0132,0.0664,0.918,0.013,,,5.0254,0.0132,0.0664,3.045,0.015,,
00:41.8,5.0254,0.0132,0.0665,3.058,0.03,,,5.0254,0.0132,0.0665,3.042,0.009,,
00:41.9,5.0254,0.0132,0.0664,3.063,0.033,,,5.0254,0.0133,0.0666,3.053,0.074,,
00:42.0,5.0254,0.0132,0.0664,3.029,0.011,0.0059,27.9,5.0254,0.0133,0.0667,3.04,3.041,,
00:42.1,5.0254,0.0132,0.0664,3.245,0.011,,,5.0254,0.0133,0.0667,3.036,0.009,,
00:42.2,5.0255,0.0132,0.0665,3.036,0.013,,,5.0254,0.0133,0.0667,0.286,0.007,,
00:42.3,5.0254,0.0132,0.0665,3.048,0.119,,,5.0254,0.0133,0.0668,3.03,0.01,0.0133,27.9
00:42.4,5.0254,0.0132,0.0664,1.422,1.526,,,5.0254,0.0133,0.0668,3.046,0.022,,
00:42.5,5.0254,0.0132,0.0665,3.078,2.649,,,5.0253,0.0133,0.0667,0.616,0.267,,
00:42.6,5.0254,0.0132,0.0665,3.062,0.009,,,5.0253,0.0133,0.0666,3.03,0.007,,
00:42.7,5.0254,0.0133,0.0666,3.051,0.03,,,5.0254,0.0132,0.0666,3.037,0.005,,
00:42.8,5.0254,0.0132,0.0664,3.087,0.66,,,5.0254,0.0133,0.0666,2.501,0.007,,
00:42.9,5.0254,0.0132,0.0665,3.051,2.468,,,5.0254,0.0133,0.0667,3.016,0.007,,
00:43.0,5.0254,0.0132,0.0664,3.037,0.004,0.0059,27.6,5.0254,0.0133,0.0668,3.041,0.011,,
00:43.1,5.0254,0.0132,0.0665,3.051,2.658,,,5.0254,0.0132,0.0666,3.041,0.023,,
00:43.2,5.0254,0.0132,0.0665,3.053,0.027,,,5.0254,0.0132,0.0665,3.049,0.01,,
00:43.3,5.0254,0.0132,0.0665,3.078,0.571,,,5.0254,0.0132,0.0665,1.355,2.503,0.0134,28.3
00:43.4,5.0254,0.0132,0.0664,3.066,0.035,,,5.0254,0.0132,0.0665,3.036,0.016,,
00:43.5,5.0254,0.0132,0.0665,3.051,0.004,,,5.0254,0.0132,0.0665,3.038,0.005,,
00:43.6,5.0254,0.0132,0.0664,2.535,2.948,,,5.0254,0.0132,0.0665,2.247,0.012,,
00:43.7,5.0253,0.0132,0.0664,2.893,2.074,,,5.0254,0.0132,0.0664,0.685,0.011,,
00:43.8,5.0253,0.0132,0.0664,3.054,0.008,,,5.0254,0.0132,0.0665,3.022,0.014,,
00:43.9,5.0254,0.0132,0.0664,3.047,0.014,,,5.0254,0.0132,0.0665,3.041,0.012,,
00:44.0,5.0254,0.0132,0.0665,0.431,2.089,0.0059,27.1,5.0254,0.0132,0.0665,3.289,0.009,,
00:44.1,5.0254,0.0132,0.0665,3.075,0.558,,,5.0254,0.0132,0.0665,3.048,0.051,,
00:44.2,5.0254,0.0132,0.0665,3.048,0.014,,,5.0254,0.0132,0.0664,3.044,0.013,,
00:44.3,5.0254,0.0132,0.0664,3.038,0.003,,,5.0254,0.0132,0.0666,3.26,0.004,0.0134,28
00:44.4,5.0254,0.0133,0.0666,0.691,0.156,,,5.0253,0.0133,0.0666,3.09,0.057,,
00:44.5,5.0254,0.0132,0.0666,2.972,0.008,,,5.0252,0.0133,0.0667,3.071,0.028,,
00:44.6,5.0252,0.0132,0.0665,3.086,0.004,,,5.0253,0.0133,0.0666,3.074,0.009,,
00:44.7,5.0251,0.0132,0.0664,3.115,1.107,,,5.0254,0.0133,0.0666,3.045,0.008,,
00:44.8,5.0251,0.0132,0.0665,0.61,2.667,,,5.0254,0.0132,0.0666,3.045,0.064,,
00:44.9,5.0254,0.0133,0.0666,3.077,0.008,,,5.0254,0.0132,0.0666,3.043,0.01,,
00:45.0,5.0255,0.0133,0.0668,3.045,0.017,0.0059,27.7,5.0254,0.0132,0.0665,3.049,0.015,,
00:45.1,5.0254,0.0133,0.0666,3.047,0.003,,,5.0254,0.0132,0.0664,3.065,0.132,,
00:45.2,5.0254,0.0133,0.0666,3.022,3.025,,,5.0254,0.0132,0.0665,3.093,0.026,,
00:45.3,5.0254,0.0132,0.0665,2.759,1.728,,,5.0254,0.0132,0.0665,0.695,0.006,0.0134,27.9
00:45.4,5.0254,0.0132,0.0664,0.036,0.007,,,5.0254,0.0133,0.0666,3.205,0.006,,
00:45.5,5.0254,0.0132,0.0665,3.029,0.006,,,5.0254,0.0133,0.0667,2.497,2.616,,
00:45.6,5.0254,0.0132,0.0665,3.048,0.007,,,5.0254,0.0133,0.0666,2.986,0.005,,
00:45.7,5.0254,0.0132,0.0664,3.055,0.012,,,5.0254,0.0132,0.0665,3.048,0.032,,
00:45.8,5.0254,0.0132,0.0665,3.041,0.013,,,5.0254,0.0132,0.0664,0.606,2.582,,
00:45.9,5.0253,0.0132,0.0664,3.028,0.003,,,5.0254,0.0132,0.0664,3.173,2.713,,
00:46.0,5.0253,0.0132,0.0664,3.031,0.008,0.0059,27.8,5.0254,0.0132,0.0664,3.009,0.444,,
00:46.1,5.0254,0.0132,0.0665,3.259,0.009,,,5.0254,0.0132,0.0665,2.558,0.003,,
00:46.2,5.0254,0.0132,0.0665,3.046,0.011,,,5.0254,0.0132,0.0665,3.099,0.003,,
00:46.3,5.0254,0.0132,0.0664,3.034,0.012,,,5.0254,0.0133,0.0666,1.668,0.007,0.0134,28
00:46.4,5.0254,0.0132,0.0664,3.05,0.042,,,5.0254,0.0132,0.0664,3.077,0.005,,
00:46.5,5.0254,0.0132,0.0664,3.071,0.657,,,5.0254,0.0132,0.0665,3.021,0.005,,
00:46.6,5.0254,0.0132,0.0665,3.274,0.009,,,5.0254,0.0132,0.0665,3.018,0.013,,
00:46.7,5.0254,0.0132,0.0665,3.051,0.004,,,5.0254,0.0132,0.0665,0.132,0.007,,
00:46.8,5.0254,0.0132,0.0664,3.05,0.011,,,5.0254,0.0132,0.0664,3.059,0.011,,
00:46.9,5.0254,0.0132,0.0664,3.019,0.007,,,5.0254,0.0132,0.0665,3.026,0.004,,
00:47.0,5.0254,0.0132,0.0664,3.053,0.039,0.0059,28.3,5.0254,0.0132,0.0665,3.063,0.018,,
00:47.1,5.0254,0.0132,0.0665,3.06,0.005,,,5.0254,0.0132,0.0665,3.042,0.013,,
00:47.2,5.0254,0.0132,0.0664,3.054,0.006,,,5.0254,0.0132,0.0664,2.968,0.005,,
00:47.3,5.0254,0.0132,0.0664,3.066,0.035,,,5.0254,0.0132,0.0665,3.063,0.057,0.0134,27.9
00:47.4,5.0254,0.0132,0.0665,2.963,0.014,,,5.0254,0.0132,0.0664,3.221,0.342,,
00:47.5,5.0253,0.0132,0.0665,3.043,0.018,,,5.0253,0.0132,0.0664,0.021,2.768,,
00:47.6,5.0254,0.0132,0.0665,0.34,0.017,,,5.0254,0.0132,0.0664,3.037,0.009,,
00:47.7,5.0254,0.0132,0.0665,0.691,0.008,,,5.0254,0.0132,0.0665,3.038,0.004,,
00:47.8,5.0254,0.0132,0.0665,3.041,0.008,,,5.0253,0.0132,0.0665,2.996,0.016,,
00:47.9,5.0254,0.0132,0.0665,3.049,0.004,,,5.0254,0.0132,0.0666,3.053,0.004,,
00:48.0,5.0254,0.0132,0.0665,3.01,3.103,0.006,27.4,5.0254,0.0133,0.0666,3.019,0.009,,
00:48.1,5.0254,0.0132,0.0664,3.053,0.293,,,5.0254,0.0133,0.0667,3.061,0.017,,
00:48.2,5.0254,0.0132,0.0664,3.042,0.02,,,5.0253,0.0133,0.0667,3.058,0.013,,
00:48.3,5.0254,0.0132,0.0664,3.036,0.004,,,5.0253,0.0133,0.0666,3.037,0.011,0.0135,27.6
00:48.4,5.0254,0.0132,0.0665,3.045,0.016,,,5.0252,0.0133,0.0667,3.027,0.004,,
